book_name,book_cost,book_cost_url,book_rating,book_ReviewsNumber,book_ReviewsNumber_url
Designing Hexagonal Architecture with Java: An architect's guide to building maintainable and change-tolerant applications with Java and Quarkus,443,https://www.amazon.in/Designing-Hexagonal-Architecture-Java-change-tolerant-ebook/dp/B09CQ5M545/ref=sr_1_102?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-102,4.8 out of 5 stars,13,https://www.amazon.in/Designing-Hexagonal-Architecture-Java-change-tolerant/dp/1801816484/ref=sr_1_102?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-102#customerReviews
"Learning Tableau 2022 - Fifth Edition: Create effective data visualizations, build interactive visual analytics, and improve your data storytelling capabilities","3,304.00",https://www.amazon.in/Learning-Tableau-2022-visualizations-storytelling-ebook/dp/B0B34QBXTB/ref=sr_1_103?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-103,3.8 out of 5 stars,4,https://www.amazon.in/Learning-Tableau-2022-visualizations-storytelling/dp/1801072329/ref=sr_1_103?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-103#customerReviews
"Solutions Architect's Handbook: Kick-start your career as a solutions architect by learning architecture design principles and strategies, 2nd Edition","3,100",https://www.amazon.in/Solutions-Architects-Handbook-Kick-start-architecture/dp/1801816611/ref=sr_1_104?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-104,4.6 out of 5 stars,114,https://www.amazon.in/Solutions-Architects-Handbook-Kick-start-architecture-ebook/dp/B09PC156PJ/ref=sr_1_104?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-104#customerReviews
"Microsoft Security, Compliance, and Identity Fundamentals Exam Ref SC-900: Learn all about security, identity, and compliance in Microsoft 365 and Azure to pass the SC-900 exam",750,https://www.amazon.in/Microsoft-Security-Compliance-Identity-Fundamentals-ebook/dp/B09W9WPP7C/ref=sr_1_105?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-105,,,
Workflow Automation with Microsoft Power Automate: Achieve digital transformation through business automation with minimal coding,"1,051.00",https://www.amazon.in/Workflow-Automation-Microsoft-Power-Automate-ebook/dp/B08FBHQXQ7/ref=sr_1_106?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-106,4.3 out of 5 stars,132,https://www.amazon.in/Workflow-Automation-Microsoft-Power-Automate/dp/1839213795/ref=sr_1_106?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-106#customerReviews
"CISA – Certified Information Systems Auditor Study Guide: Aligned with the CISA Review Manual 2019 to help you audit, monitor, and assess information systems","3,100",https://www.amazon.in/CISA-Certified-Information-Systems-information/dp/1838989587/ref=sr_1_107?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-107,4.6 out of 5 stars,210,https://www.amazon.in/CISA-Certified-Information-Systems-information-ebook/dp/B08FCTXLKW/ref=sr_1_107?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-107#customerReviews
Spring MVC: Beginner's Guide -,887,https://www.amazon.in/Spring-MVC-Beginners-Guide-Second-ebook/dp/B01I9PAB2O/ref=sr_1_108?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-108,4.2 out of 5 stars,11,https://www.amazon.in/Spring-MVC-Beginners-Guide/dp/1785880632/ref=sr_1_108?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-108#customerReviews
Manan Shopee Newborn Baby Cotton Polyester Blend Suit for Winter Wear Dress Suit Set 5 Pcs Packt (Brown),469,https://www.amazon.in/Manan-Shopee-Newborn-Cotton-Polyester/dp/B08FYQGPGM/ref=sr_1_109?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-109,4.0 out of 5 stars,227,https://www.amazon.in/Manan-Shopee-Newborn-Cotton-Polyester/dp/B08FYQGPGM/ref=sr_1_109?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-109#customerReviews
"JavaScript from Beginner to Professional: Learn JavaScript quickly by building fun, interactive, and dynamic web apps, games, and pages","2,226",https://www.amazon.in/JavaScript-Beginner-Professional-building-interactive/dp/1800562527/ref=sr_1_110?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-110,4.7 out of 5 stars,91,https://www.amazon.in/JavaScript-Beginner-Professional-building-interactive-ebook/dp/B09M6VJL34/ref=sr_1_110?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-110#customerReviews
(ISC)2 CISSP Certified Information Systems Security Professional Official Study Guide & Practice Tests Bundle,"5,995",https://www.amazon.in/Certified-Information-Security-Professional-Official/dp/1119790026/ref=sr_1_111?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-111,4.7 out of 5 stars,716,https://www.amazon.in/Certified-Information-Security-Professional-Official/dp/1119790026/ref=sr_1_111?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-111#customerReviews
"Engineering MLOps: Rapidly build, test, and manage production-ready machine learning life cycles at scale",498,https://www.amazon.in/Engineering-MLOps-Rapidly-production-ready-learning-ebook/dp/B08PFN73CM/ref=sr_1_112?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-112,3.8 out of 5 stars,20,https://www.amazon.in/Engineering-MLOps-Rapidly-production-ready-learning/dp/1800562888/ref=sr_1_112?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805715&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-112#customerReviews
AWS FinOps Simplified: Eliminate Cloud Waste through Practical FinOps,938,https://www.amazon.in/AWS-FinOps-Simplified-Eliminate-practical-ebook/dp/B0B579XB97/ref=sr_1_113?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-113,,,
"Learning JavaScript Data Structures and Algorithms: Write complex and powerful JavaScript code using the latest ECMAScript, 3rd Edition",414,https://www.amazon.in/Learning-JavaScript-Data-Structures-Algorithms-ebook/dp/B077NB5H6Y/ref=sr_1_114?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-114,4.2 out of 5 stars,16,https://www.amazon.in/Learning-JavaScript-Data-Structures-Algorithms/dp/1788623878/ref=sr_1_114?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-114#customerReviews
Machine Learning using Python,470,https://www.amazon.in/Machine-Learning-Python-Manaranjan-Pradhan/dp/8126579900/ref=sr_1_115?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-115,4.3 out of 5 stars,529,https://www.amazon.in/Machine-Learning-Python-Manaranjan-Pradhan-ebook/dp/B07RLQPNRX/ref=sr_1_115?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-115#customerReviews
Java EE 8 Cookbook: Build reliable applications with the most robust and mature technology for enterprise development,803,https://www.amazon.in/Java-Cookbook-applications-technology-development-ebook/dp/B076X7P5ZM/ref=sr_1_116?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-116,3.3 out of 5 stars,5,https://www.amazon.in/Java-Cookbook-applications-technology-development/dp/1788293037/ref=sr_1_116?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-116#customerReviews
Packt die Badehosen ein!: Vier Bären-Abenteuer im Sommer,"1,301",https://www.amazon.in/Packt-die-Badehosen-ein-B%C3%A4ren-Abenteuer/dp/375574886X/ref=sr_1_117?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-117,,,
"Algorithmic Short Selling with Python: Refine your algorithmic trading edge, consistently generate investment ideas, and build a robust long/short product","3,100",https://www.amazon.in/Algorithmic-Short-Selling-Python-consistently/dp/1801815194/ref=sr_1_118?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-118,4.9 out of 5 stars,25,https://www.amazon.in/Algorithmic-Short-Selling-Python-consistently-ebook/dp/B09B82BHDW/ref=sr_1_118?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-118#customerReviews
Automated Machine Learning with Microsoft Azure: Build highly accurate and scalable end-to-end AI solutions with Azure AutoML,498,https://www.amazon.in/Automated-Machine-Learning-Microsoft-Azure-ebook/dp/B08VJKVS4B/ref=sr_1_119?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-119,4.5 out of 5 stars,9,https://www.amazon.in/Automated-Machine-Learning-Microsoft-Azure/dp/1800565313/ref=sr_1_119?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-119#customerReviews
Learn LLVM 12: A beginner's guide to learning LLVM compiler tools and core libraries with C++,498,https://www.amazon.in/Learn-LLVM-12-beginners-libraries-ebook/dp/B08W8PJQW2/ref=sr_1_120?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-120,4.1 out of 5 stars,12,https://www.amazon.in/Learn-LLVM-12-beginners-libraries/dp/1839213507/ref=sr_1_120?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-120#customerReviews
Solutions Architect's Handbook: Kick-start your solutions architect career by learning architecture design principles and strategies,"3,736",https://www.amazon.in/Solutions-Architects-Handbook-Kick-start-architecture/dp/1838645640/ref=sr_1_121?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-121,4.4 out of 5 stars,199,https://www.amazon.in/Solutions-Architects-Handbook-Kick-start-architecture-ebook/dp/B0855XQZ44/ref=sr_1_121?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-121#customerReviews
Neo4j High Performance,592,https://www.amazon.in/Neo4j-High-Performance-Sonal-Raj-ebook/dp/B00U7LOF4E/ref=sr_1_122?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-122,3.0 out of 5 stars,2,https://www.amazon.in/Neo4j-High-Performance-Sonal-Raj/dp/1783555157/ref=sr_1_122?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-122#customerReviews
"Node.js Design Patterns: Design and implement production-grade Node.js applications using proven patterns and techniques, 3rd Edition","3,418",https://www.amazon.in/Node-js-Design-Patterns-production-grade-applications/dp/1839214112/ref=sr_1_123?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-123,4.6 out of 5 stars,201,https://www.amazon.in/Node-js-Design-Patterns-production-grade-applications-ebook/dp/B08CHMDKW2/ref=sr_1_123?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-123#customerReviews
Tensorflow Machine Learning Cookbook: Over 60 practical recipes to help you master Google's TensorFlow machine learning library,639,https://www.amazon.in/TensorFlow-Machine-Learning-Cookbook-comprehensive-ebook/dp/B01HY3TC54/ref=sr_1_124?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-124,3.8 out of 5 stars,15,https://www.amazon.in/TensorFlow-Machine-Learning-Cookbook-McClure/dp/1786462168/ref=sr_1_124?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-124#customerReviews
Hands-On Software Architecture with Java: Learn key architectural techniques and strategies to design efficient and elegant Java applications,"3,102",https://www.amazon.in/Hands-Software-Architecture-Java-architectural/dp/1800207301/ref=sr_1_125?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-125,5.0 out of 5 stars,4,https://www.amazon.in/Hands-Software-Architecture-Java-architectural-ebook/dp/B09QKXK43K/ref=sr_1_125?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-125#customerReviews
ASP.NET Core 2 and Angular 5: Full-stack web development with .NET Core and Angular,887,https://www.amazon.in/ASP-NET-Core-Angular-Full-Stack-Development-ebook/dp/B0778LXCCQ/ref=sr_1_126?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-126,3.8 out of 5 stars,31,https://www.amazon.in/ASP-NET-Core-2-Angular-5/dp/1788293606/ref=sr_1_126?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-126#customerReviews
"Neha Enterprises Crystal Clear Deep Flower Shape Cut Glass Ice Cream, Pudding Cups/Bowls, Tableware Set (130ML) Packt 6",578,https://www.amazon.in/Enterprises-Crystal-Flower-Pudding-Tableware/dp/B096SVJRJ1/ref=sr_1_127?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-127,,,
Microsoft Cybersecurity Architect Exam Ref SC-100: Get certified with ease while learning how to develop highly effective cybersecurity strategies,845,https://www.amazon.in/Microsoft-Cybersecurity-Architect-Exam-SC-100-ebook/dp/B0B39CSKP8/ref=sr_1_128?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805727&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-128,,,
"Parallel Programming and Concurrency with C# 10 and .NET 6: A modern approach to building faster, more responsive, and asynchronous .NET applications using C#",750,https://www.amazon.in/Parallel-Programming-Concurrency-NET-asynchronous-ebook/dp/B0B25CW5NF/ref=sr_1_129?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-129,5.0 out of 5 stars,2,https://www.amazon.in/Parallel-Programming-Concurrency-NET-asynchronous/dp/1803243678/ref=sr_1_129?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-129#customerReviews
Minimal APIs in ASP.NET Core 6: Building a lightweight API for modern applications development,657,https://www.amazon.in/Mastering-Minimal-APIs-ASP-NET-Core-ebook/dp/B0B1N5Q8NS/ref=sr_1_130?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-130,,,
"C# 10 and .NET 6 – Modern Cross-Platform Development: Build apps, websites, and services with ASP.NET Core 6, Blazor, and EF Core 6 using Visual Studio 2022 and Visual Studio Code, 6th Edition","3,100",https://www.amazon.in/10-NET-Cross-Platform-Development-websites/dp/1801077363/ref=sr_1_131?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-131,4.6 out of 5 stars,276,https://www.amazon.in/10-NET-Cross-Platform-Development-websites-ebook/dp/B09JV37DM6/ref=sr_1_131?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-131#customerReviews
Learn Python in 7 Days,788,https://www.amazon.in/Learn-Python-Days-Begin-journey-ebook/dp/B0722QFNYY/ref=sr_1_132?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-132,2.3 out of 5 stars,3,https://www.amazon.in/Learn-Python-7-Days-Mohit/dp/1787288382/ref=sr_1_132?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-132#customerReviews
Data Engineering with AWS: Learn how to design and build cloud-based data transformation pipelines using AWS,"2,943",https://www.amazon.in/Data-Engineering-AWS-cloud-based-transformation/dp/1800560419/ref=sr_1_133?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-133,4.4 out of 5 stars,43,https://www.amazon.in/Data-Engineering-AWS-cloud-based-transformation-ebook/dp/B09C2MN5DV/ref=sr_1_133?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-133#customerReviews
Supercharging Node.js Applications with Sequelize: Create high-quality Node.js apps effortlessly while interacting with your SQL database,657,https://www.amazon.in/Supercharging-Node-js-Applications-Sequelize-high-quality-ebook/dp/B09W2VXY5J/ref=sr_1_134?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-134,,,
NumPy Essentials,592,https://www.amazon.in/NumPy-Essentials-Leo-Liang-Huan-Chin-ebook/dp/B01CSLI6GS/ref=sr_1_135?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-135,4.0 out of 5 stars,4,https://www.amazon.in/NumPy-Essentials-Leon-Chin/dp/1784393673/ref=sr_1_135?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-135#customerReviews
Hands-On Embedded Programming with C++17: Create versatile and robust embedded solutions for MCUs and RTOSes with modern C++,498,https://www.amazon.in/Hands-Embedded-Programming-versatile-solutions-ebook/dp/B07CSN4TPN/ref=sr_1_136?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-136,3.9 out of 5 stars,13,https://www.amazon.in/Hands-Embedded-Programming-versatile-solutions/dp/1788629302/ref=sr_1_136?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-136#customerReviews
"Data Science Projects with Python: A case study approach to gaining valuable insights from real data with machine learning, 2nd Edition",793,https://www.amazon.in/Data-Science-Projects-Python-approach-ebook/dp/B093HHLHJD/ref=sr_1_137?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-137,4.3 out of 5 stars,19,https://www.amazon.in/Data-Science-Projects-Python-approach/dp/1800564481/ref=sr_1_137?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-137#customerReviews
"Building Python Microservices with FastAPI: Build secure, scalable, and structured Python microservices from design concepts to infrastructure","2,703",https://www.amazon.in/Building-Python-Microservices-FastAPI-infrastructure/dp/1803245964/ref=sr_1_138?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-138,5.0 out of 5 stars,1,https://www.amazon.in/Building-Python-Microservices-FastAPI-infrastructure-ebook/dp/B0B18C8F6N/ref=sr_1_138?crid=1B35YIHAA7SRY&keywords=packt&qid=1664805744&qu=eyJxc2MiOiI0LjIyIiwicXNhIjoiMy4zNCIsInFzcCI6IjAuOTcifQ%3D%3D&sprefix=packt%2Caps%2C299&sr=8-138#customerReviews
